"","overall_pick","pick_bucket","educational_prestige","team_conference","long_career_label"
"1502",60,"SecondRound","OtherCollege","Western","NotLongCareer"
"1503",1,"Top5","PowerSchool","Western","LongCareer"
"1504",2,"Top5","OtherCollege","Western","NotLongCareer"
"1505",3,"Top5","PowerSchool","Eastern","NotLongCareer"
"1506",4,"Top5","NonCollegiate","Eastern","NotLongCareer"
"1507",5,"Top5","NonCollegiate","Eastern","NotLongCareer"
"1508",6,"Lottery","PowerSchool","Western","NotLongCareer"
"1509",7,"Lottery","NonCollegiate","Western","NotLongCareer"
"1510",8,"Lottery","OtherCollege","Eastern","NotLongCareer"
"1511",9,"Lottery","OtherCollege","Eastern","NotLongCareer"
"1512",10,"Lottery","PowerSchool","Eastern","NotLongCareer"
"1513",11,"Lottery","OtherCollege","Eastern","NotLongCareer"
"1514",12,"Lottery","PowerSchool","Western","NotLongCareer"
"1515",13,"Lottery","PowerSchool","Western","LongCareer"
"1516",14,"Lottery","OtherCollege","Western","NotLongCareer"
"1517",15,"MidtoLateFirst","PowerSchool","Eastern","LongCareer"
"1518",16,"MidtoLateFirst","PowerSchool","Eastern","LongCareer"
"1519",17,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1520",18,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1521",19,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1522",20,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1523",21,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1524",22,"MidtoLateFirst","OtherCollege","Eastern","LongCareer"
"1525",23,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1526",24,"MidtoLateFirst","PowerSchool","Eastern","LongCareer"
"1527",25,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1529",27,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1530",28,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1531",29,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1532",30,"MidtoLateFirst","PowerSchool","Western","NotLongCareer"
"1533",31,"SecondRound","NonCollegiate","Western","NotLongCareer"
"1534",32,"SecondRound","PowerSchool","Western","LongCareer"
"1535",33,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1536",34,"SecondRound","OtherCollege","Western","NotLongCareer"
"1537",35,"SecondRound","NonCollegiate","Eastern","NotLongCareer"
"1538",36,"SecondRound","OtherCollege","Western","NotLongCareer"
"1539",37,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1540",38,"SecondRound","PowerSchool","Eastern","NotLongCareer"
"1542",40,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1543",41,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1545",43,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1546",44,"SecondRound","PowerSchool","Western","NotLongCareer"
"1548",46,"SecondRound","PowerSchool","Eastern","NotLongCareer"
"1550",48,"SecondRound","PowerSchool","Western","NotLongCareer"
"1558",56,"SecondRound","OtherCollege","Western","NotLongCareer"
"1563",1,"Top5","OtherCollege","Eastern","NotLongCareer"
"1564",2,"Top5","PowerSchool","Western","NotLongCareer"
"1565",3,"Top5","OtherCollege","Eastern","NotLongCareer"
"1566",4,"Top5","NonCollegiate","Western","NotLongCareer"
"1567",5,"Top5","OtherCollege","Western","NotLongCareer"
"1568",6,"Lottery","OtherCollege","Western","LongCareer"
"1569",7,"Lottery","PowerSchool","Western","NotLongCareer"
"1570",8,"Lottery","OtherCollege","Western","NotLongCareer"
"1571",9,"Lottery","OtherCollege","Eastern","NotLongCareer"
"1572",10,"Lottery","NonCollegiate","Eastern","NotLongCareer"
"1573",11,"Lottery","OtherCollege","Eastern","NotLongCareer"
"1574",12,"Lottery","OtherCollege","Western","NotLongCareer"
"1575",13,"Lottery","NonCollegiate","Western","NotLongCareer"
"1576",14,"Lottery","OtherCollege","Eastern","NotLongCareer"
"1577",15,"MidtoLateFirst","NonCollegiate","Western","NotLongCareer"
"1578",16,"MidtoLateFirst","NonCollegiate","Eastern","NotLongCareer"
"1579",17,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1580",18,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1581",19,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1582",20,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1583",21,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1584",22,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1585",23,"MidtoLateFirst","NonCollegiate","Eastern","NotLongCareer"
"1586",24,"MidtoLateFirst","NonCollegiate","Eastern","NotLongCareer"
"1587",25,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1588",26,"MidtoLateFirst","NonCollegiate","Eastern","NotLongCareer"
"1589",27,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1590",28,"MidtoLateFirst","PowerSchool","Western","NotLongCareer"
"1591",29,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1592",30,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1593",31,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1594",32,"SecondRound","NonCollegiate","Western","NotLongCareer"
"1595",33,"SecondRound","PowerSchool","Western","NotLongCareer"
"1596",34,"SecondRound","PowerSchool","Western","NotLongCareer"
"1598",36,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1599",37,"SecondRound","PowerSchool","Western","NotLongCareer"
"1600",38,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1602",40,"SecondRound","OtherCollege","Western","NotLongCareer"
"1603",41,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1604",42,"SecondRound","OtherCollege","Western","NotLongCareer"
"1605",43,"SecondRound","NonCollegiate","Western","NotLongCareer"
"1607",45,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1608",46,"SecondRound","OtherCollege","Western","NotLongCareer"
"1609",47,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1610",48,"SecondRound","NonCollegiate","Eastern","NotLongCareer"
"1611",49,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1612",50,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1613",51,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1614",52,"SecondRound","OtherCollege","Western","NotLongCareer"
"1615",53,"SecondRound","NonCollegiate","Western","NotLongCareer"
"1616",54,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1617",55,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1618",56,"SecondRound","PowerSchool","Western","NotLongCareer"
"1620",58,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1622",60,"SecondRound","OtherCollege","Western","NotLongCareer"
"1623",1,"Top5","OtherCollege","Eastern","NotLongCareer"
"1624",2,"Top5","PowerSchool","Western","NotLongCareer"
"1625",3,"Top5","PowerSchool","Eastern","NotLongCareer"
"1626",4,"Top5","PowerSchool","Western","NotLongCareer"
"1627",5,"Top5","PowerSchool","Western","NotLongCareer"
"1628",6,"Lottery","OtherCollege","Eastern","NotLongCareer"
"1629",7,"Lottery","OtherCollege","Western","NotLongCareer"
"1630",8,"Lottery","NonCollegiate","Eastern","NotLongCareer"
"1631",9,"Lottery","OtherCollege","Western","NotLongCareer"
"1632",10,"Lottery","OtherCollege","Western","NotLongCareer"
"1633",11,"Lottery","PowerSchool","Eastern","NotLongCareer"
"1634",12,"Lottery","PowerSchool","Eastern","NotLongCareer"
"1635",13,"Lottery","PowerSchool","Western","NotLongCareer"
"1636",14,"Lottery","PowerSchool","Eastern","NotLongCareer"
"1637",15,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1638",16,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1639",17,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1640",18,"MidtoLateFirst","PowerSchool","Eastern","NotLongCareer"
"1641",19,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1642",20,"MidtoLateFirst","PowerSchool","Western","NotLongCareer"
"1643",21,"MidtoLateFirst","NonCollegiate","Western","NotLongCareer"
"1644",22,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1645",23,"MidtoLateFirst","PowerSchool","Eastern","NotLongCareer"
"1646",24,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1647",25,"MidtoLateFirst","NonCollegiate","Eastern","NotLongCareer"
"1648",26,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1649",27,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1650",28,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1651",29,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1652",30,"MidtoLateFirst","PowerSchool","Western","NotLongCareer"
"1653",31,"SecondRound","PowerSchool","Eastern","NotLongCareer"
"1654",32,"SecondRound","OtherCollege","Western","NotLongCareer"
"1655",33,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1656",34,"SecondRound","PowerSchool","Western","NotLongCareer"
"1657",35,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1658",36,"SecondRound","NonCollegiate","Eastern","NotLongCareer"
"1659",37,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1660",38,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1661",39,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1662",40,"SecondRound","OtherCollege","Western","NotLongCareer"
"1663",41,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1664",42,"SecondRound","PowerSchool","Western","NotLongCareer"
"1665",43,"SecondRound","NonCollegiate","Western","NotLongCareer"
"1666",44,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1667",45,"SecondRound","OtherCollege","Western","NotLongCareer"
"1668",46,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1669",47,"SecondRound","PowerSchool","Eastern","NotLongCareer"
"1670",48,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1671",49,"SecondRound","NonCollegiate","Western","NotLongCareer"
"1673",51,"SecondRound","OtherCollege","Western","NotLongCareer"
"1674",52,"SecondRound","OtherCollege","Western","NotLongCareer"
"1675",53,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1676",54,"SecondRound","OtherCollege","Western","NotLongCareer"
"1677",55,"SecondRound","OtherCollege","Western","NotLongCareer"
"1678",56,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1681",59,"SecondRound","OtherCollege","Western","NotLongCareer"
"1683",1,"Top5","OtherCollege","Western","NotLongCareer"
"1684",2,"Top5","PowerSchool","Western","NotLongCareer"
"1685",3,"Top5","NonCollegiate","Eastern","NotLongCareer"
"1686",4,"Top5","OtherCollege","Western","NotLongCareer"
"1687",5,"Top5","OtherCollege","Western","NotLongCareer"
"1688",6,"Lottery","OtherCollege","Eastern","NotLongCareer"
"1689",7,"Lottery","PowerSchool","Eastern","NotLongCareer"
"1690",8,"Lottery","OtherCollege","Eastern","NotLongCareer"
"1691",9,"Lottery","PowerSchool","Eastern","NotLongCareer"
"1692",10,"Lottery","PowerSchool","Eastern","NotLongCareer"
"1693",11,"Lottery","PowerSchool","Eastern","NotLongCareer"
"1694",12,"Lottery","OtherCollege","Western","NotLongCareer"
"1695",13,"Lottery","OtherCollege","Western","NotLongCareer"
"1696",14,"Lottery","OtherCollege","Western","NotLongCareer"
"1697",15,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1698",16,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1699",17,"MidtoLateFirst","PowerSchool","Eastern","NotLongCareer"
"1700",18,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1701",19,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1702",20,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1703",21,"MidtoLateFirst","PowerSchool","Western","NotLongCareer"
"1704",22,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1705",23,"MidtoLateFirst","PowerSchool","Eastern","NotLongCareer"
"1706",24,"MidtoLateFirst","NonCollegiate","Western","NotLongCareer"
"1707",25,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1708",26,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1709",27,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1710",28,"MidtoLateFirst","PowerSchool","Western","NotLongCareer"
"1711",29,"MidtoLateFirst","NonCollegiate","Eastern","NotLongCareer"
"1712",30,"MidtoLateFirst","PowerSchool","Eastern","NotLongCareer"
"1713",31,"SecondRound","NonCollegiate","Western","NotLongCareer"
"1714",32,"SecondRound","OtherCollege","Western","NotLongCareer"
"1715",33,"SecondRound","PowerSchool","Western","NotLongCareer"
"1716",34,"SecondRound","PowerSchool","Eastern","NotLongCareer"
"1717",35,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1718",36,"SecondRound","NonCollegiate","Eastern","NotLongCareer"
"1719",37,"SecondRound","PowerSchool","Western","NotLongCareer"
"1720",38,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1721",39,"SecondRound","NonCollegiate","Eastern","NotLongCareer"
"1722",40,"SecondRound","NonCollegiate","Eastern","NotLongCareer"
"1723",41,"SecondRound","PowerSchool","Eastern","NotLongCareer"
"1724",42,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1727",45,"SecondRound","PowerSchool","Eastern","NotLongCareer"
"1728",46,"SecondRound","OtherCollege","Western","NotLongCareer"
"1729",47,"SecondRound","PowerSchool","Western","NotLongCareer"
"1730",48,"SecondRound","OtherCollege","Western","NotLongCareer"
"1731",49,"SecondRound","OtherCollege","Western","NotLongCareer"
"1732",50,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1734",52,"SecondRound","OtherCollege","Western","NotLongCareer"
"1735",53,"SecondRound","OtherCollege","Western","NotLongCareer"
"1736",54,"SecondRound","OtherCollege","Western","NotLongCareer"
"1737",55,"SecondRound","NonCollegiate","Eastern","NotLongCareer"
"1738",56,"SecondRound","PowerSchool","Eastern","NotLongCareer"
"1739",57,"SecondRound","OtherCollege","Western","NotLongCareer"
"1740",58,"SecondRound","PowerSchool","Western","NotLongCareer"
"1741",59,"SecondRound","OtherCollege","Western","NotLongCareer"
"1742",60,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1743",1,"Top5","PowerSchool","Western","NotLongCareer"
"1744",2,"Top5","OtherCollege","Western","NotLongCareer"
"1745",3,"Top5","PowerSchool","Eastern","NotLongCareer"
"1746",4,"Top5","OtherCollege","Western","NotLongCareer"
"1747",5,"Top5","OtherCollege","Eastern","NotLongCareer"
"1748",6,"Lottery","OtherCollege","Western","NotLongCareer"
"1749",7,"Lottery","OtherCollege","Eastern","NotLongCareer"
"1750",8,"Lottery","OtherCollege","Eastern","NotLongCareer"
"1751",9,"Lottery","OtherCollege","Eastern","NotLongCareer"
"1752",10,"Lottery","PowerSchool","Eastern","NotLongCareer"
"1753",11,"Lottery","OtherCollege","Western","NotLongCareer"
"1754",12,"Lottery","PowerSchool","Eastern","NotLongCareer"
"1755",13,"Lottery","PowerSchool","Eastern","NotLongCareer"
"1756",14,"Lottery","PowerSchool","Eastern","NotLongCareer"
"1757",15,"MidtoLateFirst","NonCollegiate","Eastern","NotLongCareer"
"1758",16,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1759",17,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1760",18,"MidtoLateFirst","NonCollegiate","Eastern","NotLongCareer"
"1761",19,"MidtoLateFirst","NonCollegiate","Western","NotLongCareer"
"1762",20,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1763",21,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1764",22,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1765",23,"MidtoLateFirst","NonCollegiate","Western","NotLongCareer"
"1766",24,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1767",25,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1768",26,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1769",27,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1770",28,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1771",29,"MidtoLateFirst","PowerSchool","Western","NotLongCareer"
"1772",30,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1773",31,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1774",32,"SecondRound","OtherCollege","Western","NotLongCareer"
"1775",33,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1776",34,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1777",35,"SecondRound","NonCollegiate","Eastern","NotLongCareer"
"1778",36,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1779",37,"SecondRound","NonCollegiate","Western","NotLongCareer"
"1780",38,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1781",39,"SecondRound","NonCollegiate","Western","NotLongCareer"
"1782",40,"SecondRound","OtherCollege","Western","NotLongCareer"
"1783",41,"SecondRound","PowerSchool","Western","NotLongCareer"
"1784",42,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1785",43,"SecondRound","OtherCollege","Western","NotLongCareer"
"1786",44,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1787",45,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1788",46,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1789",47,"SecondRound","OtherCollege","Western","NotLongCareer"
"1790",48,"SecondRound","OtherCollege","Western","NotLongCareer"
"1791",49,"SecondRound","OtherCollege","Western","NotLongCareer"
"1792",50,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1793",51,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1794",52,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1795",53,"SecondRound","OtherCollege","Western","NotLongCareer"
"1796",54,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1797",55,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1799",57,"SecondRound","OtherCollege","Western","NotLongCareer"
"1800",58,"SecondRound","OtherCollege","Western","NotLongCareer"
"1801",59,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1803",1,"Top5","OtherCollege","Western","NotLongCareer"
"1804",2,"Top5","OtherCollege","Western","NotLongCareer"
"1805",3,"Top5","NonCollegiate","Eastern","NotLongCareer"
"1806",4,"Top5","OtherCollege","Eastern","NotLongCareer"
"1807",5,"Top5","OtherCollege","Eastern","NotLongCareer"
"1808",6,"Lottery","OtherCollege","Eastern","NotLongCareer"
"1809",7,"Lottery","NonCollegiate","Eastern","NotLongCareer"
"1810",8,"Lottery","OtherCollege","Eastern","NotLongCareer"
"1811",9,"Lottery","NonCollegiate","Eastern","NotLongCareer"
"1812",10,"Lottery","OtherCollege","Western","NotLongCareer"
"1813",11,"Lottery","OtherCollege","Western","NotLongCareer"
"1814",12,"Lottery","OtherCollege","Western","NotLongCareer"
"1815",13,"Lottery","OtherCollege","Western","NotLongCareer"
"1816",14,"Lottery","OtherCollege","Eastern","NotLongCareer"
"1817",15,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1818",16,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1819",17,"MidtoLateFirst","NonCollegiate","Western","NotLongCareer"
"1820",18,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1821",19,"MidtoLateFirst","PowerSchool","Eastern","NotLongCareer"
"1822",20,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1823",21,"MidtoLateFirst","PowerSchool","Eastern","NotLongCareer"
"1824",22,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1825",23,"MidtoLateFirst","NonCollegiate","Eastern","NotLongCareer"
"1826",24,"MidtoLateFirst","NonCollegiate","Eastern","NotLongCareer"
"1827",25,"MidtoLateFirst","PowerSchool","Western","NotLongCareer"
"1828",26,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1829",27,"MidtoLateFirst","PowerSchool","Western","NotLongCareer"
"1830",28,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1831",29,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1832",30,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1833",31,"SecondRound","OtherCollege","Western","NotLongCareer"
"1834",32,"SecondRound","PowerSchool","Eastern","NotLongCareer"
"1835",33,"SecondRound","OtherCollege","Western","NotLongCareer"
"1836",34,"SecondRound","NonCollegiate","Eastern","NotLongCareer"
"1837",35,"SecondRound","OtherCollege","Western","NotLongCareer"
"1838",36,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1839",37,"SecondRound","NonCollegiate","Eastern","NotLongCareer"
"1840",38,"SecondRound","OtherCollege","Western","NotLongCareer"
"1841",39,"SecondRound","OtherCollege","Western","NotLongCareer"
"1842",40,"SecondRound","OtherCollege","Western","NotLongCareer"
"1843",41,"SecondRound","PowerSchool","Western","NotLongCareer"
"1844",42,"SecondRound","PowerSchool","Western","NotLongCareer"
"1845",43,"SecondRound","OtherCollege","Western","NotLongCareer"
"1846",44,"SecondRound","NonCollegiate","Eastern","NotLongCareer"
"1847",45,"SecondRound","PowerSchool","Eastern","NotLongCareer"
"1848",46,"SecondRound","OtherCollege","Western","NotLongCareer"
"1850",48,"SecondRound","OtherCollege","Western","NotLongCareer"
"1851",49,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1852",50,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1854",52,"SecondRound","NonCollegiate","Western","NotLongCareer"
"1855",53,"SecondRound","OtherCollege","Western","NotLongCareer"
"1856",54,"SecondRound","PowerSchool","Eastern","NotLongCareer"
"1857",55,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1858",56,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1859",57,"SecondRound","OtherCollege","Western","NotLongCareer"
"1860",58,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1861",59,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1862",60,"SecondRound","OtherCollege","Western","NotLongCareer"
"1863",1,"Top5","OtherCollege","Eastern","NotLongCareer"
"1864",2,"Top5","NonCollegiate","Western","NotLongCareer"
"1865",3,"Top5","OtherCollege","Eastern","NotLongCareer"
"1866",4,"Top5","OtherCollege","Eastern","NotLongCareer"
"1867",5,"Top5","OtherCollege","Eastern","NotLongCareer"
"1868",6,"Lottery","NonCollegiate","Western","NotLongCareer"
"1869",7,"Lottery","NonCollegiate","Western","NotLongCareer"
"1870",8,"Lottery","OtherCollege","Eastern","NotLongCareer"
"1871",9,"Lottery","OtherCollege","Western","NotLongCareer"
"1872",10,"Lottery","OtherCollege","Western","NotLongCareer"
"1873",11,"Lottery","PowerSchool","Eastern","NotLongCareer"
"1874",12,"Lottery","OtherCollege","Western","NotLongCareer"
"1875",13,"Lottery","OtherCollege","Eastern","NotLongCareer"
"1876",14,"Lottery","OtherCollege","Western","NotLongCareer"
"1877",15,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1878",16,"MidtoLateFirst","NonCollegiate","Western","NotLongCareer"
"1879",17,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1880",18,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1881",19,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1882",20,"MidtoLateFirst","PowerSchool","Eastern","NotLongCareer"
"1883",21,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1884",22,"MidtoLateFirst","PowerSchool","Western","NotLongCareer"
"1885",23,"MidtoLateFirst","NonCollegiate","Western","NotLongCareer"
"1886",24,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1887",25,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1888",26,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1889",27,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1890",28,"MidtoLateFirst","OtherCollege","Eastern","NotLongCareer"
"1891",29,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1892",30,"MidtoLateFirst","OtherCollege","Western","NotLongCareer"
"1893",31,"SecondRound","NonCollegiate","Eastern","NotLongCareer"
"1894",32,"SecondRound","PowerSchool","Eastern","NotLongCareer"
"1897",35,"SecondRound","OtherCollege","Western","NotLongCareer"
"1898",36,"SecondRound","OtherCollege","Western","NotLongCareer"
"1899",37,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1900",38,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1901",39,"SecondRound","OtherCollege","Western","NotLongCareer"
"1902",40,"SecondRound","OtherCollege","Western","NotLongCareer"
"1903",41,"SecondRound","OtherCollege","Western","NotLongCareer"
"1904",42,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1905",43,"SecondRound","OtherCollege","Western","NotLongCareer"
"1906",44,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1908",46,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1909",47,"SecondRound","PowerSchool","Eastern","NotLongCareer"
"1910",48,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1913",51,"SecondRound","PowerSchool","Western","NotLongCareer"
"1914",52,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1915",53,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1916",54,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1917",55,"SecondRound","OtherCollege","Western","NotLongCareer"
"1918",56,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1920",58,"SecondRound","OtherCollege","Eastern","NotLongCareer"
"1922",60,"SecondRound","NonCollegiate","Eastern","NotLongCareer"
